Region,Country,State,City,Month,Day,Year,AvgTemperature
North America,US,Additional Territories,San Juan Puerto Rico,5,6,1999,81.0
North America,US,Additional Territories,San Juan Puerto Rico,5,7,1999,79.7
North America,US,Additional Territories,San Juan Puerto Rico,5,8,1999,78.5
North America,US,Additional Territories,San Juan Puerto Rico,5,9,1999,77.8
North America,US,Additional Territories,San Juan Puerto Rico,5,10,1999,80.2
North America,US,Additional Territories,San Juan Puerto Rico,5,11,1999,77.3
North America,US,Additional Territories,San Juan Puerto Rico,5,12,1999,78.2
North America,US,Additional Territories,San Juan Puerto Rico,5,13,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,5,14,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,5,15,1999,83.4
North America,US,Additional Territories,San Juan Puerto Rico,5,16,1999,83.7
North America,US,Additional Territories,San Juan Puerto Rico,5,17,1999,81.2
North America,US,Additional Territories,San Juan Puerto Rico,5,18,1999,81.1
North America,US,Additional Territories,San Juan Puerto Rico,5,19,1999,82.3
North America,US,Additional Territories,San Juan Puerto Rico,5,20,1999,83.5
North America,US,Additional Territories,San Juan Puerto Rico,5,21,1999,82.2
North America,US,Additional Territories,San Juan Puerto Rico,5,22,1999,81.0
North America,US,Additional Territories,San Juan Puerto Rico,5,23,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,5,24,1999,81.0
North America,US,Additional Territories,San Juan Puerto Rico,5,25,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,5,26,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,5,27,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,5,28,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,5,29,1999,82.8
North America,US,Additional Territories,San Juan Puerto Rico,5,30,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,5,31,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,6,1,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,6,2,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,6,3,1999,81.8
North America,US,Additional Territories,San Juan Puerto Rico,6,4,1999,79.8
North America,US,Additional Territories,San Juan Puerto Rico,6,5,1999,83.0
North America,US,Additional Territories,San Juan Puerto Rico,6,6,1999,83.3
North America,US,Additional Territories,San Juan Puerto Rico,6,7,1999,81.0
North America,US,Additional Territories,San Juan Puerto Rico,6,8,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,6,9,1999,78.9
North America,US,Additional Territories,San Juan Puerto Rico,6,10,1999,79.7
North America,US,Additional Territories,San Juan Puerto Rico,6,11,1999,79.9
North America,US,Additional Territories,San Juan Puerto Rico,6,12,1999,83.0
North America,US,Additional Territories,San Juan Puerto Rico,6,13,1999,80.5
North America,US,Additional Territories,San Juan Puerto Rico,6,14,1999,83.0
North America,US,Additional Territories,San Juan Puerto Rico,6,15,1999,82.3
North America,US,Additional Territories,San Juan Puerto Rico,6,16,1999,81.0
North America,US,Additional Territories,San Juan Puerto Rico,6,17,1999,78.6
North America,US,Additional Territories,San Juan Puerto Rico,6,18,1999,78.5
North America,US,Additional Territories,San Juan Puerto Rico,6,19,1999,80.0
North America,US,Additional Territories,San Juan Puerto Rico,6,20,1999,79.5
North America,US,Additional Territories,San Juan Puerto Rico,6,21,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,6,22,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,6,23,1999,82.8
North America,US,Additional Territories,San Juan Puerto Rico,6,24,1999,83.3
North America,US,Additional Territories,San Juan Puerto Rico,6,25,1999,82.3
North America,US,Additional Territories,San Juan Puerto Rico,6,26,1999,82.8
North America,US,Additional Territories,San Juan Puerto Rico,6,27,1999,82.3
North America,US,Additional Territories,San Juan Puerto Rico,6,28,1999,82.9
North America,US,Additional Territories,San Juan Puerto Rico,6,29,1999,81.3
North America,US,Additional Territories,San Juan Puerto Rico,6,30,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,7,1,1999,80.3
North America,US,Additional Territories,San Juan Puerto Rico,7,2,1999,80.2
North America,US,Additional Territories,San Juan Puerto Rico,7,3,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,7,4,1999,81.2
North America,US,Additional Territories,San Juan Puerto Rico,7,5,1999,79.5
North America,US,Additional Territories,San Juan Puerto Rico,7,6,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,7,7,1999,81.0
North America,US,Additional Territories,San Juan Puerto Rico,7,8,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,7,9,1999,79.3
North America,US,Additional Territories,San Juan Puerto Rico,7,10,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,7,11,1999,80.3
North America,US,Additional Territories,San Juan Puerto Rico,7,12,1999,80.5
North America,US,Additional Territories,San Juan Puerto Rico,7,13,1999,78.7
North America,US,Additional Territories,San Juan Puerto Rico,7,14,1999,77.4
North America,US,Additional Territories,San Juan Puerto Rico,7,15,1999,78.8
North America,US,Additional Territories,San Juan Puerto Rico,7,16,1999,81.4
North America,US,Additional Territories,San Juan Puerto Rico,7,17,1999,79.1
North America,US,Additional Territories,San Juan Puerto Rico,7,18,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,7,19,1999,82.8
North America,US,Additional Territories,San Juan Puerto Rico,7,20,1999,81.0
North America,US,Additional Territories,San Juan Puerto Rico,7,21,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,7,22,1999,83.0
North America,US,Additional Territories,San Juan Puerto Rico,7,23,1999,82.6
North America,US,Additional Territories,San Juan Puerto Rico,7,24,1999,82.3
North America,US,Additional Territories,San Juan Puerto Rico,7,25,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,7,26,1999,82.3
North America,US,Additional Territories,San Juan Puerto Rico,7,27,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,7,28,1999,83.1
North America,US,Additional Territories,San Juan Puerto Rico,7,29,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,7,30,1999,80.4
North America,US,Additional Territories,San Juan Puerto Rico,7,31,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,8,1,1999,83.3
North America,US,Additional Territories,San Juan Puerto Rico,8,2,1999,82.3
North America,US,Additional Territories,San Juan Puerto Rico,8,3,1999,81.0
North America,US,Additional Territories,San Juan Puerto Rico,8,4,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,8,5,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,8,6,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,8,7,1999,81.8
North America,US,Additional Territories,San Juan Puerto Rico,8,8,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,8,9,1999,82.8
North America,US,Additional Territories,San Juan Puerto Rico,8,10,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,8,11,1999,81.7
North America,US,Additional Territories,San Juan Puerto Rico,8,12,1999,82.1
North America,US,Additional Territories,San Juan Puerto Rico,8,13,1999,82.7
North America,US,Additional Territories,San Juan Puerto Rico,8,14,1999,83.0
North America,US,Additional Territories,San Juan Puerto Rico,8,15,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,8,16,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,8,17,1999,80.9
North America,US,Additional Territories,San Juan Puerto Rico,8,18,1999,83.0
North America,US,Additional Territories,San Juan Puerto Rico,8,19,1999,82.8
North America,US,Additional Territories,San Juan Puerto Rico,8,20,1999,82.4
North America,US,Additional Territories,San Juan Puerto Rico,8,21,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,8,22,1999,81.8
North America,US,Additional Territories,San Juan Puerto Rico,8,23,1999,78.3
North America,US,Additional Territories,San Juan Puerto Rico,8,24,1999,80.7
North America,US,Additional Territories,San Juan Puerto Rico,8,25,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,8,26,1999,80.5
North America,US,Additional Territories,San Juan Puerto Rico,8,27,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,8,28,1999,82.8
North America,US,Additional Territories,San Juan Puerto Rico,8,29,1999,81.8
North America,US,Additional Territories,San Juan Puerto Rico,8,30,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,8,31,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,9,1,1999,82.8
North America,US,Additional Territories,San Juan Puerto Rico,9,2,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,9,3,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,9,4,1999,82.3
North America,US,Additional Territories,San Juan Puerto Rico,9,5,1999,81.8
North America,US,Additional Territories,San Juan Puerto Rico,9,6,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,9,7,1999,81.3
North America,US,Additional Territories,San Juan Puerto Rico,9,8,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,9,9,1999,82.3
North America,US,Additional Territories,San Juan Puerto Rico,9,10,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,9,11,1999,83.6
North America,US,Additional Territories,San Juan Puerto Rico,9,12,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,9,13,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,9,14,1999,81.8
North America,US,Additional Territories,San Juan Puerto Rico,9,15,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,9,16,1999,82.2
North America,US,Additional Territories,San Juan Puerto Rico,9,17,1999,83.5
North America,US,Additional Territories,San Juan Puerto Rico,9,18,1999,84.0
North America,US,Additional Territories,San Juan Puerto Rico,9,19,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,9,20,1999,81.8
North America,US,Additional Territories,San Juan Puerto Rico,9,21,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,9,22,1999,85.7
North America,US,Additional Territories,San Juan Puerto Rico,9,23,1999,84.0
North America,US,Additional Territories,San Juan Puerto Rico,9,24,1999,83.5
North America,US,Additional Territories,San Juan Puerto Rico,9,25,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,9,26,1999,81.0
North America,US,Additional Territories,San Juan Puerto Rico,9,27,1999,80.5
North America,US,Additional Territories,San Juan Puerto Rico,9,28,1999,78.5
North America,US,Additional Territories,San Juan Puerto Rico,9,29,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,9,30,1999,83.5
North America,US,Additional Territories,San Juan Puerto Rico,10,1,1999,82.5
North America,US,Additional Territories,San Juan Puerto Rico,10,2,1999,82.3
North America,US,Additional Territories,San Juan Puerto Rico,10,3,1999,83.3
North America,US,Additional Territories,San Juan Puerto Rico,10,4,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,10,5,1999,81.5
North America,US,Additional Territories,San Juan Puerto Rico,10,6,1999,80.7
North America,US,Additional Territories,San Juan Puerto Rico,10,7,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,10,8,1999,79.3
North America,US,Additional Territories,San Juan Puerto Rico,10,9,1999,80.3
North America,US,Additional Territories,San Juan Puerto Rico,10,10,1999,81.0
North America,US,Additional Territories,San Juan Puerto Rico,10,11,1999,79.7
North America,US,Additional Territories,San Juan Puerto Rico,10,12,1999,79.5
North America,US,Additional Territories,San Juan Puerto Rico,10,13,1999,78.8
North America,US,Additional Territories,San Juan Puerto Rico,10,14,1999,78.5
North America,US,Additional Territories,San Juan Puerto Rico,10,15,1999,81.4
North America,US,Additional Territories,San Juan Puerto Rico,10,16,1999,81.2
North America,US,Additional Territories,San Juan Puerto Rico,10,17,1999,77.5
North America,US,Additional Territories,San Juan Puerto Rico,10,18,1999,79.7
North America,US,Additional Territories,San Juan Puerto Rico,10,19,1999,80.8
North America,US,Additional Territories,San Juan Puerto Rico,10,20,1999,79.5
North America,US,Additional Territories,San Juan Puerto Rico,10,21,1999,78.9
North America,US,Additional Territories,San Juan Puerto Rico,10,22,1999,82.4
North America,US,Additional Territories,San Juan Puerto Rico,10,23,1999,81.4
North America,US,Additional Territories,San Juan Puerto Rico,10,24,1999,79.9
North America,US,Additional Territories,San Juan Puerto Rico,10,25,1999,81.0
North America,US,Additional Territories,San Juan Puerto Rico,10,26,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,10,27,1999,81.8
North America,US,Additional Territories,San Juan Puerto Rico,10,28,1999,82.0
North America,US,Additional Territories,San Juan Puerto Rico,10,29,1999,80.3
North America,US,Additional Territories,San Juan Puerto Rico,10,30,1999,80.5
North America,US,Additional Territories,San Juan Puerto Rico,10,31,1999,81.0
North America,US,Additional Territories,San Juan Puerto Rico,11,1,1999,78.0
North America,US,Additional Territories,San Juan Puerto Rico,11,2,1999,79.0
North America,US,Additional Territories,San Juan Puerto Rico,11,3,1999,78.8
North America,US,Additional Territories,San Juan Puerto Rico,11,4,1999,79.7
North America,US,Additional Territories,San Juan Puerto Rico,11,5,1999,80.3
North America,US,Additional Territories,San Juan Puerto Rico,11,6,1999,78.8
North America,US,Additional Territories,San Juan Puerto Rico,11,7,1999,80.5
North America,US,Additional Territories,San Juan Puerto Rico,11,8,1999,79.7
North America,US,Additional Territories,San Juan Puerto Rico,11,9,1999,79.5
North America,US,Additional Territories,San Juan Puerto Rico,11,10,1999,77.3
North America,US,Additional Territories,San Juan Puerto Rico,11,11,1999,79.0
North America,US,Additional Territories,San Juan Puerto Rico,11,12,1999,79.0
North America,US,Additional Territories,San Juan Puerto Rico,11,13,1999,78.7
North America,US,Additional Territories,San Juan Puerto Rico,11,14,1999,80.0
North America,US,Additional Territories,San Juan Puerto Rico,11,15,1999,78.1
North America,US,Additional Territories,San Juan Puerto Rico,11,16,1999,76.3
North America,US,Additional Territories,San Juan Puerto Rico,11,17,1999,77.6
North America,US,Additional Territories,San Juan Puerto Rico,11,18,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,11,19,1999,80.0
North America,US,Additional Territories,San Juan Puerto Rico,11,20,1999,80.6
North America,US,Additional Territories,San Juan Puerto Rico,11,21,1999,78.0
North America,US,Additional Territories,San Juan Puerto Rico,11,22,1999,78.8
North America,US,Additional Territories,San Juan Puerto Rico,11,23,1999,79.7
North America,US,Additional Territories,San Juan Puerto Rico,11,24,1999,79.5
North America,US,Additional Territories,San Juan Puerto Rico,11,25,1999,77.1
North America,US,Additional Territories,San Juan Puerto Rico,11,26,1999,76.2
North America,US,Additional Territories,San Juan Puerto Rico,11,27,1999,77.0
North America,US,Additional Territories,San Juan Puerto Rico,11,28,1999,77.9
North America,US,Additional Territories,San Juan Puerto Rico,11,29,1999,76.9
North America,US,Additional Territories,San Juan Puerto Rico,11,30,1999,78.5
North America,US,Additional Territories,San Juan Puerto Rico,12,1,1999,75.8
North America,US,Additional Territories,San Juan Puerto Rico,12,2,1999,75.4
North America,US,Additional Territories,San Juan Puerto Rico,12,3,1999,76.2
North America,US,Additional Territories,San Juan Puerto Rico,12,4,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,12,5,1999,75.3
North America,US,Additional Territories,San Juan Puerto Rico,12,6,1999,76.5
North America,US,Additional Territories,San Juan Puerto Rico,12,7,1999,77.0
North America,US,Additional Territories,San Juan Puerto Rico,12,8,1999,77.7
North America,US,Additional Territories,San Juan Puerto Rico,12,9,1999,77.2
North America,US,Additional Territories,San Juan Puerto Rico,12,10,1999,77.2
North America,US,Additional Territories,San Juan Puerto Rico,12,11,1999,75.0
North America,US,Additional Territories,San Juan Puerto Rico,12,12,1999,76.0
North America,US,Additional Territories,San Juan Puerto Rico,12,13,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,12,14,1999,76.5
North America,US,Additional Territories,San Juan Puerto Rico,12,15,1999,76.7
North America,US,Additional Territories,San Juan Puerto Rico,12,16,1999,77.0
North America,US,Additional Territories,San Juan Puerto Rico,12,17,1999,76.5
North America,US,Additional Territories,San Juan Puerto Rico,12,18,1999,76.2
North America,US,Additional Territories,San Juan Puerto Rico,12,19,1999,75.7
North America,US,Additional Territories,San Juan Puerto Rico,12,20,1999,75.3
North America,US,Additional Territories,San Juan Puerto Rico,12,21,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,12,22,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,12,23,1999,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,12,24,1999,76.5
North America,US,Additional Territories,San Juan Puerto Rico,12,25,1999,77.2
North America,US,Additional Territories,San Juan Puerto Rico,12,26,1999,75.7
North America,US,Additional Territories,San Juan Puerto Rico,12,27,1999,74.0
North America,US,Additional Territories,San Juan Puerto Rico,12,28,1999,74.8
North America,US,Additional Territories,San Juan Puerto Rico,12,29,1999,76.1
North America,US,Additional Territories,San Juan Puerto Rico,12,30,1999,77.7
North America,US,Additional Territories,San Juan Puerto Rico,12,31,1999,75.7
North America,US,Additional Territories,San Juan Puerto Rico,1,1,2000,77.2
North America,US,Additional Territories,San Juan Puerto Rico,1,2,2000,77.4
North America,US,Additional Territories,San Juan Puerto Rico,1,3,2000,75.0
North America,US,Additional Territories,San Juan Puerto Rico,1,4,2000,76.0
North America,US,Additional Territories,San Juan Puerto Rico,1,5,2000,76.5
North America,US,Additional Territories,San Juan Puerto Rico,1,6,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,1,7,2000,75.7
North America,US,Additional Territories,San Juan Puerto Rico,1,8,2000,76.7
North America,US,Additional Territories,San Juan Puerto Rico,1,9,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,1,10,2000,76.0
North America,US,Additional Territories,San Juan Puerto Rico,1,11,2000,76.0
North America,US,Additional Territories,San Juan Puerto Rico,1,12,2000,76.2
North America,US,Additional Territories,San Juan Puerto Rico,1,13,2000,74.5
North America,US,Additional Territories,San Juan Puerto Rico,1,14,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,1,15,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,1,16,2000,71.2
North America,US,Additional Territories,San Juan Puerto Rico,1,17,2000,72.0
North America,US,Additional Territories,San Juan Puerto Rico,1,18,2000,69.7
North America,US,Additional Territories,San Juan Puerto Rico,1,19,2000,71.1
North America,US,Additional Territories,San Juan Puerto Rico,1,20,2000,71.0
North America,US,Additional Territories,San Juan Puerto Rico,1,21,2000,71.8
North America,US,Additional Territories,San Juan Puerto Rico,1,22,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,1,23,2000,75.0
North America,US,Additional Territories,San Juan Puerto Rico,1,24,2000,73.8
North America,US,Additional Territories,San Juan Puerto Rico,1,25,2000,76.0
North America,US,Additional Territories,San Juan Puerto Rico,1,26,2000,78.2
North America,US,Additional Territories,San Juan Puerto Rico,1,27,2000,77.7
North America,US,Additional Territories,San Juan Puerto Rico,1,28,2000,76.2
North America,US,Additional Territories,San Juan Puerto Rico,1,29,2000,75.0
North America,US,Additional Territories,San Juan Puerto Rico,1,30,2000,74.5
North America,US,Additional Territories,San Juan Puerto Rico,1,31,2000,75.5
North America,US,Additional Territories,San Juan Puerto Rico,2,1,2000,75.7
North America,US,Additional Territories,San Juan Puerto Rico,2,2,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,2,3,2000,73.8
North America,US,Additional Territories,San Juan Puerto Rico,2,4,2000,74.5
North America,US,Additional Territories,San Juan Puerto Rico,2,5,2000,76.7
North America,US,Additional Territories,San Juan Puerto Rico,2,6,2000,77.3
North America,US,Additional Territories,San Juan Puerto Rico,2,7,2000,74.8
North America,US,Additional Territories,San Juan Puerto Rico,2,8,2000,76.0
North America,US,Additional Territories,San Juan Puerto Rico,2,9,2000,76.2
North America,US,Additional Territories,San Juan Puerto Rico,2,10,2000,76.0
North America,US,Additional Territories,San Juan Puerto Rico,2,11,2000,75.7
North America,US,Additional Territories,San Juan Puerto Rico,2,12,2000,77.0
North America,US,Additional Territories,San Juan Puerto Rico,2,13,2000,75.7
North America,US,Additional Territories,San Juan Puerto Rico,2,14,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,2,15,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,2,16,2000,75.7
North America,US,Additional Territories,San Juan Puerto Rico,2,17,2000,74.2
North America,US,Additional Territories,San Juan Puerto Rico,2,18,2000,75.0
North America,US,Additional Territories,San Juan Puerto Rico,2,19,2000,75.5
North America,US,Additional Territories,San Juan Puerto Rico,2,20,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,2,21,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,2,22,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,2,23,2000,76.0
North America,US,Additional Territories,San Juan Puerto Rico,2,24,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,2,25,2000,77.3
North America,US,Additional Territories,San Juan Puerto Rico,2,26,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,2,27,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,2,28,2000,75.0
North America,US,Additional Territories,San Juan Puerto Rico,2,29,2000,74.5
North America,US,Additional Territories,San Juan Puerto Rico,3,1,2000,73.5
North America,US,Additional Territories,San Juan Puerto Rico,3,2,2000,73.8
North America,US,Additional Territories,San Juan Puerto Rico,3,3,2000,73.7
North America,US,Additional Territories,San Juan Puerto Rico,3,4,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,3,5,2000,75.0
North America,US,Additional Territories,San Juan Puerto Rico,3,6,2000,75.7
North America,US,Additional Territories,San Juan Puerto Rico,3,7,2000,77.2
North America,US,Additional Territories,San Juan Puerto Rico,3,8,2000,77.0
North America,US,Additional Territories,San Juan Puerto Rico,3,9,2000,76.4
North America,US,Additional Territories,San Juan Puerto Rico,3,10,2000,75.0
North America,US,Additional Territories,San Juan Puerto Rico,3,11,2000,76.0
North America,US,Additional Territories,San Juan Puerto Rico,3,12,2000,76.2
North America,US,Additional Territories,San Juan Puerto Rico,3,13,2000,75.5
North America,US,Additional Territories,San Juan Puerto Rico,3,14,2000,76.0
North America,US,Additional Territories,San Juan Puerto Rico,3,15,2000,76.5
North America,US,Additional Territories,San Juan Puerto Rico,3,16,2000,76.5
North America,US,Additional Territories,San Juan Puerto Rico,3,17,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,3,18,2000,76.0
North America,US,Additional Territories,San Juan Puerto Rico,3,19,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,3,20,2000,74.3
North America,US,Additional Territories,San Juan Puerto Rico,3,21,2000,75.3
North America,US,Additional Territories,San Juan Puerto Rico,3,22,2000,75.2
North America,US,Additional Territories,San Juan Puerto Rico,3,23,2000,75.0
North America,US,Additional Territories,San Juan Puerto Rico,3,24,2000,74.5
North America,US,Additional Territories,San Juan Puerto Rico,3,25,2000,75.2
North America,US,Additional Territories,San Juan Puerto Rico,3,26,2000,76.0
North America,US,Additional Territories,San Juan Puerto Rico,3,27,2000,76.2
North America,US,Additional Territories,San Juan Puerto Rico,3,28,2000,76.5
North America,US,Additional Territories,San Juan Puerto Rico,3,29,2000,77.0
North America,US,Additional Territories,San Juan Puerto Rico,3,30,2000,78.0
North America,US,Additional Territories,San Juan Puerto Rico,3,31,2000,77.0
North America,US,Additional Territories,San Juan Puerto Rico,4,1,2000,77.0
North America,US,Additional Territories,San Juan Puerto Rico,4,2,2000,77.0
North America,US,Additional Territories,San Juan Puerto Rico,4,3,2000,77.5
North America,US,Additional Territories,San Juan Puerto Rico,4,4,2000,76.0
North America,US,Additional Territories,San Juan Puerto Rico,4,5,2000,76.0
North America,US,Additional Territories,San Juan Puerto Rico,4,6,2000,77.7
North America,US,Additional Territories,San Juan Puerto Rico,4,7,2000,78.9
North America,US,Additional Territories,San Juan Puerto Rico,4,8,2000,78.6
North America,US,Additional Territories,San Juan Puerto Rico,4,9,2000,79.5
North America,US,Additional Territories,San Juan Puerto Rico,4,10,2000,78.0
North America,US,Additional Territories,San Juan Puerto Rico,4,11,2000,79.2
North America,US,Additional Territories,San Juan Puerto Rico,4,12,2000,78.8
North America,US,Additional Territories,San Juan Puerto Rico,4,13,2000,78.4
North America,US,Additional Territories,San Juan Puerto Rico,4,14,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,4,15,2000,78.3
North America,US,Additional Territories,San Juan Puerto Rico,4,16,2000,76.8
North America,US,Additional Territories,San Juan Puerto Rico,4,17,2000,77.2
North America,US,Additional Territories,San Juan Puerto Rico,4,18,2000,78.5
North America,US,Additional Territories,San Juan Puerto Rico,4,19,2000,80.0
North America,US,Additional Territories,San Juan Puerto Rico,4,20,2000,79.0
North America,US,Additional Territories,San Juan Puerto Rico,4,21,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,4,22,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,4,23,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,4,24,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,4,25,2000,80.0
North America,US,Additional Territories,San Juan Puerto Rico,4,26,2000,79.5
North America,US,Additional Territories,San Juan Puerto Rico,4,27,2000,80.0
North America,US,Additional Territories,San Juan Puerto Rico,4,28,2000,80.2
North America,US,Additional Territories,San Juan Puerto Rico,4,29,2000,78.5
North America,US,Additional Territories,San Juan Puerto Rico,4,30,2000,78.0
North America,US,Additional Territories,San Juan Puerto Rico,5,1,2000,79.5
North America,US,Additional Territories,San Juan Puerto Rico,5,2,2000,79.0
North America,US,Additional Territories,San Juan Puerto Rico,5,3,2000,77.8
North America,US,Additional Territories,San Juan Puerto Rico,5,4,2000,78.3
North America,US,Additional Territories,San Juan Puerto Rico,5,5,2000,79.0
North America,US,Additional Territories,San Juan Puerto Rico,5,6,2000,80.0
North America,US,Additional Territories,San Juan Puerto Rico,5,7,2000,80.2
North America,US,Additional Territories,San Juan Puerto Rico,5,8,2000,78.9
North America,US,Additional Territories,San Juan Puerto Rico,5,9,2000,80.7
North America,US,Additional Territories,San Juan Puerto Rico,5,10,2000,81.5
North America,US,Additional Territories,San Juan Puerto Rico,5,11,2000,77.6
North America,US,Additional Territories,San Juan Puerto Rico,5,12,2000,76.8
North America,US,Additional Territories,San Juan Puerto Rico,5,13,2000,79.7
North America,US,Additional Territories,San Juan Puerto Rico,5,14,2000,79.5
North America,US,Additional Territories,San Juan Puerto Rico,5,15,2000,79.5
North America,US,Additional Territories,San Juan Puerto Rico,5,16,2000,80.0
North America,US,Additional Territories,San Juan Puerto Rico,5,17,2000,80.3
North America,US,Additional Territories,San Juan Puerto Rico,5,18,2000,81.3
North America,US,Additional Territories,San Juan Puerto Rico,5,19,2000,79.5
North America,US,Additional Territories,San Juan Puerto Rico,5,20,2000,79.8
North America,US,Additional Territories,San Juan Puerto Rico,5,21,2000,80.0
North America,US,Additional Territories,San Juan Puerto Rico,5,22,2000,79.7
North America,US,Additional Territories,San Juan Puerto Rico,5,23,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,5,24,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,5,25,2000,79.0
North America,US,Additional Territories,San Juan Puerto Rico,5,26,2000,81.5
North America,US,Additional Territories,San Juan Puerto Rico,5,27,2000,80.5
North America,US,Additional Territories,San Juan Puerto Rico,5,28,2000,78.6
North America,US,Additional Territories,San Juan Puerto Rico,5,29,2000,80.5
North America,US,Additional Territories,San Juan Puerto Rico,5,30,2000,80.0
North America,US,Additional Territories,San Juan Puerto Rico,5,31,2000,82.5
North America,US,Additional Territories,San Juan Puerto Rico,6,1,2000,81.0
North America,US,Additional Territories,San Juan Puerto Rico,6,2,2000,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,6,3,2000,81.1
North America,US,Additional Territories,San Juan Puerto Rico,6,4,2000,82.5
North America,US,Additional Territories,San Juan Puerto Rico,6,5,2000,82.0
